classification;Hutform;Hutoberfläche;Hutfarbe;blaeut;Geruch;Lamellenbefestigung;Lamellenabstand;Lamellengroesse;Lamellenfarbe;Stielform;Stielansatz;Stieloberflaeche-ueber-Ring;Stieloberflaeche-unter-Ring;Stielfarbe-ueber-Ring;Stielfarbe-unter-Ring;Velum-Typ;Velum-Farbe;Manschette-Anzahl;Manschette-Typ;Sporenabdruckfarbe;Vorkommen;Habitat
giftig;konvex;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;konvex;glatt;braun;nein;kein;fest;nah;breit;braun;verdickend;?;glatt;glatt;orange;orange;partiale;orange;eine;haengend;gelb;einige;Laub
giftig;knubbelig;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;konvex;schuppig;zimtfarben;ja;kein;lose;nah;breit;weiss;verdickend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;einzeln;Wege
essbar;glockenform;glatt;braun;nein;kein;fest;nah;breit;braun;verdickend;?;glatt;glatt;orange;orange;partiale;braun;eine;haengend;gelb;gebuendelt;Laub
essbar;knubbelig;glatt;grau;nein;kein;lose;beengt;breit;weiss;verdickend;?;glatt;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
essbar;konvex;faserig;grau;nein;kein;lose;beengt;breit;grau;verdickend;?;glatt;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;konvex;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;konvex;glatt;braun;nein;kein;fest;nah;breit;orange;verdickend;?;glatt;glatt;orange;orange;partiale;braun;eine;haengend;orange;gebuendelt;Laub
giftig;knubbelig;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;glockenform;schuppig;gelb;nein;kein;lose;beengt;eng;gelb;verdickend;keulenfoermig;schuppig;schuppig;gelb;gelb;partiale;gelb;eine;vergaenglich;weiss;gebuendelt;Laub
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;glockenform;glatt;grau;nein;kein;lose;beengt;breit;grau;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;knubbelig;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;knubbelig;faserig;grau;nein;kein;lose;beengt;breit;weiss;verdickend;?;glatt;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;knubbelig;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
essbar;glockenform;faserig;grau;nein;kein;lose;beengt;breit;pink;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;flach;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;flach;glatt;braun;nein;kein;fest;nah;breit;orange;verdickend;?;glatt;glatt;orange;orange;partiale;braun;eine;haengend;braun;gebuendelt;Laub
essbar;konvex;schuppig;pink;ja;kein;lose;nah;breit;weiss;verdickend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;einzeln;Wege
giftig;flach;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
essbar;glockenform;glatt;weiss;nein;kein;lose;beengt;breit;weiss;verdickend;?;glatt;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;konvex;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;konvex;faserig;weiss;nein;kein;lose;beengt;breit;pink;verdickend;?;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
essbar;glockenform;glatt;weiss;nein;kein;lose;beengt;breit;pink;verdickend;?;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;knubbelig;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
essbar;flach;schuppig;braun;ja;kein;lose;nah;breit;weiss;verdickend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;einige;Wege
giftig;knubbelig;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;muffig;fest;nah;breit;weiss;verdickend;keulenfoermig;seidig;schuppig;zimtfarben;zimtfarben;partiale;weiss;keine;keine;weiss;gebuendelt;Wald
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;konvex;faserig;weiss;nein;kein;lose;beengt;breit;weiss;verdickend;?;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;knubbelig;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
essbar;knubbelig;faserig;weiss;nein;kein;lose;beengt;breit;grau;verdickend;?;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;knubbelig;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;glockenform;glatt;braun;nein;kein;lose;nah;breit;weiss;verdickend;knollig;schuppig;schuppig;braun;braun;partiale;weiss;zwei;haengend;weiss;einzeln;Wald
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;konvex;glatt;braun;nein;kein;lose;nah;breit;weiss;verdickend;knollig;schuppig;schuppig;braun;braun;partiale;weiss;zwei;haengend;weiss;einzeln;Wald
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;knubbelig;faserig;weiss;nein;kein;lose;beengt;breit;weiss;verdickend;?;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;glockenform;glatt;braun;nein;kein;lose;nah;breit;weiss;verdickend;knollig;schuppig;schuppig;braun;braun;partiale;weiss;zwei;haengend;weiss;einzeln;Wege
giftig;knubbelig;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
essbar;glockenform;glatt;braun;nein;kein;fest;nah;breit;braun;verdickend;?;glatt;glatt;orange;orange;partiale;braun;eine;haengend;braun;gebuendelt;Laub
essbar;knubbelig;glatt;grau;nein;kein;lose;beengt;breit;pink;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;knubbelig;schuppig;rot;nein;muffig;lose;nah;breit;gelb;verdickend;keulenfoermig;seidig;schuppig;zimtfarben;zimtfarben;partiale;weiss;keine;keine;weiss;gebuendelt;Wald
giftig;knubbelig;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;knubbelig;glatt;braun;nein;kein;fest;nah;breit;gelb;verdickend;?;glatt;glatt;orange;orange;partiale;orange;eine;haengend;orange;gebuendelt;Laub
giftig;flach;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;knubbelig;faserig;weiss;nein;kein;lose;beengt;breit;pink;verdickend;?;seidig;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
essbar;konvex;glatt;grau;nein;kein;lose;beengt;breit;weiss;verdickend;?;glatt;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
essbar;knubbelig;glatt;braun;nein;kein;fest;nah;breit;gelb;verdickend;?;glatt;glatt;orange;orange;partiale;orange;eine;haengend;orange;einige;Laub
giftig;knubbelig;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;konvex;glatt;weiss;nein;kein;lose;beengt;breit;weiss;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
essbar;knubbelig;glatt;weiss;nein;kein;lose;beengt;breit;grau;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
essbar;knubbelig;glatt;weiss;nein;kein;lose;beengt;breit;pink;verdickend;?;seidig;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;knubbelig;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;knubbelig;glatt;grau;nein;kein;lose;beengt;breit;weiss;verdickend;?;glatt;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
essbar;konvex;faserig;weiss;nein;kein;lose;beengt;breit;grau;verdickend;?;glatt;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;knubbelig;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;glockenform;glatt;weiss;nein;kein;lose;beengt;breit;grau;verdickend;?;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;knubbelig;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;knubbelig;glatt;grau;nein;kein;lose;beengt;breit;pink;verdickend;?;glatt;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
essbar;konvex;glatt;weiss;nein;kein;lose;beengt;breit;weiss;verdickend;?;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;konvex;faserig;weiss;nein;kein;lose;beengt;breit;grau;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
essbar;knubbelig;faserig;weiss;nein;kein;lose;beengt;breit;grau;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;flach;glatt;grau;ja;kein;lose;nah;breit;weiss;verdickend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;einige;Wege
giftig;knubbelig;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;knubbelig;glatt;braun;nein;kein;fest;nah;breit;gelb;verdickend;?;glatt;glatt;orange;orange;partiale;braun;eine;haengend;gelbbraun;gebuendelt;Laub
essbar;konvex;glatt;braun;nein;kein;fest;nah;breit;braun;verdickend;?;glatt;glatt;orange;orange;partiale;orange;eine;haengend;braun;gebuendelt;Laub
giftig;knubbelig;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
essbar;knubbelig;faserig;weiss;nein;kein;lose;beengt;breit;grau;verdickend;?;seidig;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
essbar;knubbelig;glatt;braun;nein;kein;fest;nah;breit;orange;verdickend;?;glatt;glatt;orange;orange;partiale;braun;eine;haengend;braun;gebuendelt;Laub
giftig;knubbelig;schuppig;zimtfarben;nein;muffig;lose;nah;breit;weiss;verdickend;keulenfoermig;seidig;schuppig;zimtfarben;zimtfarben;partiale;weiss;keine;keine;weiss;gebuendelt;Wald
essbar;konvex;faserig;grau;nein;kein;lose;beengt;breit;grau;verdickend;?;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
essbar;konvex;glatt;braun;nein;kein;fest;nah;breit;braun;verdickend;?;glatt;glatt;orange;orange;partiale;orange;eine;haengend;orange;einige;Laub
essbar;konvex;glatt;braun;nein;kein;fest;nah;breit;gelb;verdickend;?;glatt;glatt;orange;orange;partiale;orange;eine;haengend;gelbbraun;einige;Laub
giftig;knubbelig;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
